EVENTID|LAT|LONGI|TO_CHAR(STTIME,'YYYYMMDDHH24:MI')|ONSTREET_PENNY|DIRECTION|ADMINCITY|DESCRIPTION|AFFECTEDLANECNT|EVENT_STATUS
2826|33.960089|-118.280919|20120611 18:32|I110|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2826|34.130018|-118.480513|20120615 17:41|SEPULVEDA|130|West Valley|1183 - Traffic Collision - No Details|0|2
2826|34.165219|-118.474871|20120618 18:38|US101|3|West Valley|1125 - Traffic Hazard|0|2
2827|33.969817|-118.072278|20120608 17:14|8102|130|Santa Fe Springs|FIRE - Report of Fire|0|2
2827|34.146759|-118.150476|20120604 20:05|UNION|2|Southern Division|1166 - Defective Traffic Signals or Stop Signs|0|2
2827|33.954465|-118.208617|20120611 18:32|FIRESTONE|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2827|34.009422|-118.147151|20120615 17:42|1500|130|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2827|33.994076|-117.905139|20120625 18:56|SR60|2|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2827|34.186669|-118.474256|20120619 18:20|I405|1|West Valley|1125 - Traffic Hazard|0|2
2827|34.150216|-118.07337|20120618 18:38|FOOTHILL|2|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2827|34.117477|-117.846309|20120629 17:42|I210|2|Baldwin Park|1183 - Traffic Collision - No Details|0|2
2827|34.071861|-117.890215|20120628 18:47|I10|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2827|34.121375|-117.9104|20120624 19:33|AZUSA|0|Baldwin Park|ANIMAL - Live or Dead Animal|0|2
2828|34.072848|-118.466494|20120603 20:52|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2828|33.985322|-118.413835|20120601 17:27|SR90|2|West Los Angeles|1125 - Traffic Hazard|0|2
2828|34.061285|-118.164998|20120616 18:07|I710|0|East Los Angeles|ANIMAL - Live or Dead Animal|0|2
2828|34.05618|-118.256055|20120618 18:38|I110|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2828|33.928464|-118.239064|20120620 18:37|I105|3|South Los Angeles|1125A - Animal Hazard|0|2
2828|34.061131|-118.165024|20120615 17:42|I10|2|East Los Angeles|1125 - Traffic Hazard|0|2
2828|33.876583|-118.07262|20120623 19:39|SR91|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
2828|33.994073|-117.902058|20120625 18:56|SR60|2|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2828|34.172133|-118.467717|20120619 18:20|I405|1|West Valley|1125 - Traffic Hazard|0|2
2828|34.689479|-118.120096|20120628 18:47|620|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
2828|34.159394|-118.637786|20120627 17:52|US101|3|West Valley|1125 - Traffic Hazard|0|2
2829|34.098334|-118.47793|20120613 19:21|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2829|34.146141|-118.093021|20120620 18:37|COLORADO|2|Altadena|20002 - Hit and Run - No Injuries|0|2
2829|34.008702|-117.956075|20120627 17:53|STIMSON|1|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2830|34.138065|-118.724496|20120601 17:27|US101|2|West Valley|1125 - Traffic Hazard|0|2
2830|34.488121|-118.286664|20120604 20:06|NB|130|Newhall|1125 - Traffic Hazard|0|2
2830|34.025678|-117.781559|20120605 18:22|SR60|2|Baldwin Park|1125 - Traffic Hazard|0|2
2830|33.928161|-118.254266|20120616 18:07|I105|3|South Los Angeles|ANIMAL - Live or Dead Animal|0|2
2830|33.967213|-118.083212|20120610 20:43|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
2830|34.055725|-118.452206|20120612 18:46|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2830|34.072095|-117.942688|20120615 17:43|I10|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2830|33.993365|-118.069092|20120625 18:56|WHITTIER|130|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2830|34.058743|-118.253461|20120627 17:53|I110|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2830|34.179451|-118.395253|20120628 18:48|SR170|1|West Valley|1125 - Traffic Hazard|0|2
2831|34.147618|-118.228854|20120602 19:20|SR134|2|Altadena|ANIMAL - Live or Dead Animal|0|2
2831|33.917948|-118.194541|20120608 17:15|I105|2|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2831|34.492855|-118.619417|20120613 19:22|31642|130|Newhall|20002 - Hit and Run - No Injuries|0|2
2831|34.044225|-118.169817|20120616 18:07|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
2831|33.974728|-118.232498|20120629 17:44|ROSEBERRY|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2832|34.012232|-118.418568|20120604 20:07|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2832|34.277887|-118.604738|20120608 17:15|SR118|3|West Valley|1125 - Traffic Hazard|0|2
2832|33.876292|-118.102338|20120617 19:31|SR91|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
2832|34.023669|-118.172666|20120614 18:48|I710|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2832|34.000046|-117.876614|20120620 18:37|19514|130|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2832|34.031348|-118.433644|20120622 18:09|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2832|34.170984|-118.570924|20120629 17:44|VENTURA|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2833|33.956882|-118.293875|20120602 19:20|1052|130|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2833|33.859746|-118.299272|20120609 19:55|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
2833|34.032361|-118.219871|20120612 18:47|I5|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2833|33.928161|-118.254266|20120619 18:21|I105|3|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2833|34.155458|-118.378378|20120625 18:58|SR170|1|West Valley|1125 - Traffic Hazard|0|2
2833|34.060629|-118.243853|20120628 18:48|CESAR|3|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2833|34.170984|-118.570924|20120629 17:44|VENTURA|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2834|33.913728|-118.108764|20120603 20:54|I105|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
2834|33.796818|-118.107856|20120606 18:04|I405|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2834|34.019363|-117.988175|20120608 17:16|SR60|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2834|34.149983|-118.24569|20120607 17:32|CALIFORNIA|2|Southern Division|1183 - Traffic Collision - No Details|0|2
2834|34.135214|-117.977541|20120620 18:37|I210|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2834|34.034608|-118.220227|20120622 18:10|I5|0|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
2834|34.135514|-117.983393|20120627 17:53|BUENA|130|Baldwin Park|1125 - Traffic Hazard|0|2
2834|34.170984|-118.570924|20120629 17:44|VENTURA|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2835|34.072848|-118.466494|20120603 20:54|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2835|34.072762|-118.466679|20120602 19:20|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2835|34.201212|-118.46617|20120605 18:22|SHERMAN|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2835|33.919792|-118.081784|20120611 18:34|I5|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
2835|34.126432|-118.475629|20120615 17:43|I405|1|West Valley|1182 - Traffic Collision - No Injuries|0|2
2835|33.928161|-118.254266|20120619 18:22|I105|3|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2836|33.984377|-117.842922|20120606 18:05|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
2836|34.012232|-118.418568|20120604 20:08|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2836|34.103097|-118.192448|20120610 20:46|SR110|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2836|34.061573|-118.000665|20120628 18:49|I605|0|East Los Angeles|1125 - Traffic Hazard|0|2
2837|34.152686|-118.094307|20120605 18:23|I210|3|Altadena|1179 - Traffic Collision - 1141 Rolling|0|2
2837|34.613974|-118.201937|20120604 20:09|HOMERIDGE|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2837|33.872602|-118.275487|20120613 19:23|SR91|2|South Los Angeles|1125 - Traffic Hazard|0|2
2837|34.044157|-118.444122|20120607 17:32|I405|0|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2837|34.051217|-118.316291|20120618 18:40|LA|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2837|34.156234|-118.241897|20120628 18:49|MONTEREY|130|Altadena|1182 - Traffic Collision - No Injuries|0|2
2837|34.234655|-118.4112|20120623 19:41|I5|0|Altadena|1125 - Traffic Hazard|0|2
2837|34.013911|-118.402529|20120627 17:54|OVERLAND|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2837|34.170984|-118.570924|20120629 17:44|WINNETKA|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2838|33.736243|-118.316572|20120601 17:29|WESTERN|1|Southern Division|1183 - Traffic Collision - No Details|0|2
2838|34.491482|-118.198228|20120605 18:24|CROWN|130|Antelope Valley|20002 - Hit and Run - No Injuries|0|2
2838|33.983092|-118.072128|20120607 17:32|10550|130|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2838|34.601786|-118.142892|20120613 19:24|SR14|1|Antelope Valley|1125 - Traffic Hazard|0|2
2838|33.876393|-118.072613|20120616 18:08|SR91|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2838|34.036015|-118.191321|20120614 18:49|1ST|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2838|34.051433|-118.318692|20120615 17:45|LOS|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
2838|34.17131|-118.518506|20120625 18:58|US101|3|West Valley|20002 - Hit and Run - No Injuries|0|2
2838|34.020638|-118.189233|20120619 18:22|1050|130|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2838|34.012123|-118.410225|20120627 17:54|WASHINGTON|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
2839|34.170573|-118.501089|20120604 20:10|US101|3|West Valley|1125 - Traffic Hazard|0|2
2839|33.967475|-118.233229|20120610 20:47|ALAMEDA|1|South Los Angeles|1125 - Traffic Hazard|0|2
2839|34.146798|-118.226108|20120612 18:48|SR134|3|Altadena|ANIMAL - Live or Dead Animal|0|2
2839|33.978159|-118.394052|20120615 17:45|SEPULVEDA|1|Southern Division|1183 - Traffic Collision - No Details|0|2
2839|34.025989|-118.249161|20120614 18:50|I10|3|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2839|33.913443|-118.125371|20120629 17:44|I105|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
2839|34.423334|-118.583222|20120623 19:41|I5|0|Newhall|1125 - Traffic Hazard|0|2
2840|33.871175|-118.133866|20120609 19:57|CEDAR|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2840|33.998347|-118.175398|20120614 18:50|BANDINI|130|Southern Division|ANIMAL - Live or Dead Animal|0|2
2840|34.140257|-118.016383|20120615 17:45|I210|3|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
2840|34.034999|-118.33377|20120623 19:41|I10|2|Central Los Angeles|1125 - Traffic Hazard|0|2
2841|33.927142|-118.103395|20120602 19:22|FIRESTONE|130|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2841|33.891055|-118.361309|20120601 17:30|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2841|34.030793|-118.274328|20120607 17:32|23RD|3|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2841|33.987674|-118.399174|20120614 18:50|I405|1|West Los Angeles|1183 - Traffic Collision - No Details|0|2
2842|34.033751|-118.180163|20120608 17:17|SR60|3|East Los Angeles|20002 - Hit and Run - No Injuries|0|2
2842|33.914015|-118.104707|20120620 18:40|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
2842|33.815252|-118.185|20120624 19:38|I405|1|South Los Angeles|ANIMAL - Live or Dead Animal|0|2
2842|33.912961|-118.140808|20120630 20:20|I105|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
2842|34.001378|-118.467865|20120627 17:55|ROSE|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2843|34.075854|-118.271207|20120603 20:57|622|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2843|33.805668|-118.142583|20120607 17:33|I405|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2843|34.078457|-118.124915|20120618 18:42|288|130|Southern Division|1125 - Traffic Hazard|0|2
2843|34.072797|-118.297465|20120627 17:55|EDGEMONT|0|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2844|33.873365|-118.216819|20120605 18:26|SR91|2|South Los Angeles|1125 - Traffic Hazard|0|2
2844|34.109035|-118.249518|20120603 20:57|SR2|1|Central Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2844|33.811692|-118.167595|20120622 18:12|SPRING|2|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
2844|33.996285|-117.8884|20120629 17:45|GALE|130|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2845|34.423166|-118.583436|20120607 17:33|I5|1|Newhall|1125 - Traffic Hazard|0|2
2845|33.805668|-118.142583|20120616 18:09|I405|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2845|33.988566|-117.907643|20120614 18:52|18220|130|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
2845|33.925113|-118.209971|20120620 18:40|I105|3|South Los Angeles|1125 - Traffic Hazard|0|2
2845|33.87365|-118.253808|20120624 19:39|SR91|2|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2845|34.492139|-118.283781|20120628 18:51|SR14|1|Newhall|CLOSURE - Closure of a Road|0|2
2846|33.927142|-118.103395|20120602 19:23|FIRESTONE|130|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
2846|34.025096|-118.16829|20120606 18:08|MCBRIDE|1|East Los Angeles|1183 - Traffic Collision - No Details|0|2
2846|33.930989|-118.285879|20120608 17:18|623|130|Southern Division|FIRE - Report of Fire|0|2
2846|34.164302|-118.224738|20120609 20:00|SR2|0|Altadena|ANIMAL - Live or Dead Animal|0|2
2846|34.103097|-118.192448|20120610 20:50|SR110|0|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
2846|33.977581|-118.064784|20120611 18:36|MINES|130|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2846|34.061131|-118.165024|20120618 18:43|I10|2|East Los Angeles|1125 - Traffic Hazard|0|2
2846|34.048388|-118.45003|20120615 17:46|OHIO|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
2846|34.035662|-118.031179|20120623 19:42|SR60|2|East Los Angeles|FIRE - Report of Fire|0|2
2846|34.316018|-118.490143|20120622 18:12|I5|0|Newhall|1182 - Traffic Collision - No Injuries|0|2
2846|34.034999|-118.33377|20120624 19:39|CRENSHAW|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2847|33.960266|-118.369294|20120604 20:12|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2847|33.82655|-118.207539|20120605 18:26|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2847|34.080167|-118.090745|20120606 18:08|SAN|1|Southern Division|1183 - Traffic Collision - No Details|0|2
2847|34.072095|-117.942688|20120615 17:47|I10|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2847|33.862349|-118.199225|20120620 18:41|I710|0|South Los Angeles|1125 - Traffic Hazard|0|2
2847|34.2012|-118.473373|20120628 18:51|I405|0|West Valley|1125 - Traffic Hazard|0|2
2847|34.022694|-118.408654|20120629 17:46|3612|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2848|34.025678|-117.781559|20120605 18:27|SR60|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2848|34.102708|-118.25004|20120603 20:58|SR2|1|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
2848|33.917045|-118.125387|20120607 17:33|BELLFLOWER|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2848|34.17131|-118.518506|20120604 20:13|US101|3|West Valley|1125 - Traffic Hazard|0|2
2848|33.856868|-118.284796|20120613 19:27|I405|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2848|33.941811|-118.365699|20120618 18:43|FELTON|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2848|33.813597|-118.167115|20120621 20:07|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2848|34.044459|-118.551988|20120619 18:25|SUNSET|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2848|33.901829|-118.370533|20120622 18:13|I405|1|West Los Angeles|1183 - Traffic Collision - No Details|0|2
2848|34.168156|-118.588129|20120627 17:56|US101|3|West Valley|1125 - Traffic Hazard|0|2
2849|34.055814|-118.452038|20120613 19:27|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2849|33.967213|-118.083212|20120607 17:34|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
2849|33.896168|-118.1934|20120622 18:13|ATLANTIC|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2849|33.817611|-118.189278|20120624 19:39|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2849|34.003398|-118.411318|20120628 18:52|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2849|33.960569|-118.287035|20120627 17:56|8502|130|Southern Division|FLOOD - Roadway Flooding|0|2
2850|34.109035|-118.249518|20120603 20:58|SR2|1|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
2850|33.814229|-118.176304|20120615 17:48|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
2850|33.858673|-118.291017|20120625 19:02|970|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2850|34.029214|-118.012533|20120620 18:42|SR60|3|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2850|34.001378|-118.467865|20120627 17:56|LINCOLN|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2851|33.941192|-118.096506|20120602 19:24|I605|0|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
2851|34.259773|-118.329684|20120605 18:28|I210|3|Altadena|1183 - Traffic Collision - No Details|0|2
2851|33.839328|-118.26353|20120613 19:28|I405|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2851|34.065189|-118.000038|20120607 17:34|I605|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2851|33.952661|-118.374421|20120624 19:40|5400|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2851|33.945566|-118.094371|20120625 19:02|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
2851|34.185535|-118.317828|20120623 19:44|I5|1|Altadena|1125 - Traffic Hazard|0|2
2851|34.205823|-118.218569|20120628 18:54|SR2|0|Altadena|1125 - Traffic Hazard|0|2
2851|34.170984|-118.570924|20120629 17:46|VENTURA|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2852|34.208713|-118.22016|20120605 18:28|I210|3|Altadena|1125 - Traffic Hazard|0|2
2852|33.914015|-118.104707|20120620 18:42|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
2852|34.077654|-117.997918|20120623 19:44|I605|0|Baldwin Park|1125 - Traffic Hazard|0|2
2852|34.793616|-118.852171|20120627 17:56|I5|1|Southern Division|1125 - Traffic Hazard|0|2
2853|34.027802|-118.200955|20120605 18:28|WHITTIER|130|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
2853|34.423166|-118.583436|20120607 17:34|I5|1|Newhall|1125 - Traffic Hazard|0|2
2853|34.038992|-118.439903|20120608 17:19|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2853|34.046003|-118.639045|20120609 20:05|3500|130|West Valley|1125 - Traffic Hazard|0|2
2853|33.901516|-118.370449|20120613 19:28|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2853|33.863226|-118.035025|20120610 20:52|ORANGE|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2853|34.605598|-118.711712|20120612 18:53|I5|0|Newhall|1125 - Traffic Hazard|0|2
2853|34.143424|-118.170779|20120616 18:10|SR134|3|Altadena|ANIMAL - Live or Dead Animal|0|2
2853|34.119041|-118.153334|20120621 20:08|SR110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2853|34.02393|-118.189247|20120628 18:54|DITMAN|1|East Los Angeles|20002 - Hit and Run - No Injuries|0|2
2853|34.010001|-117.823277|20120627 17:56|SR60|2|Baldwin Park|1125 - Traffic Hazard|0|2
2854|34.028082|-118.23054|20120601 17:33|OLYMPIC|2|Central Los Angeles|1125 - Traffic Hazard|0|2
2854|33.945553|-118.279796|20120603 21:00|I110|1|Central Los Angeles|ANIMAL - Live or Dead Animal|0|2
2854|34.098098|-118.314602|20120612 18:53|US101|1|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
2854|33.977581|-118.064784|20120611 18:37|BROADWAY|130|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2854|34.148186|-118.073371|20120616 18:11|I210|2|Altadena|1182 - Traffic Collision - No Injuries|0|2
2854|34.038024|-118.273913|20120615 17:49|I10|2|Central Los Angeles|1125 - Traffic Hazard|0|2
2854|33.916391|-118.370304|20120618 18:45|I405|1|West Los Angeles|1183 - Traffic Collision - No Details|0|2
2854|34.275017|-118.493421|20120629 17:47|SR118|3|West Valley|1125 - Traffic Hazard|0|2
2855|33.783085|-118.207954|20120603 21:00|I710|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2855|33.92625|-118.177819|20120605 18:29|I710|0|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2855|34.034213|-118.350147|20120610 20:52|LA|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2855|34.024792|-118.239221|20120616 18:11|ALAMEDA|1|Southern Division|20002 - Hit and Run - No Injuries|0|2
2855|34.078383|-117.74144|20120611 18:37|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
2855|34.119041|-118.153334|20120621 20:09|SR110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2855|34.17202|-118.532363|20120619 18:27|US101|2|West Valley|1125 - Traffic Hazard|0|2
2855|34.072051|-117.907593|20120624 19:40|I10|2|Baldwin Park|1125 - Traffic Hazard|0|2
2856|33.927142|-118.103395|20120602 19:26|FIRESTONE|130|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
2856|34.042691|-118.291014|20120605 18:29|1671|130|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
2856|34.341129|-118.522822|20120617 19:35|I5|0|Newhall|1125 - Traffic Hazard|0|2
2856|34.026805|-118.430099|20120615 17:49|I405|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2856|34.034111|-118.027185|20120620 18:43|SR60|3|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
2856|34.102272|-118.249847|20120621 20:10|I5|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2857|34.155454|-118.293895|20120607 17:35|SR134|3|Altadena|1125 - Traffic Hazard|0|2
2857|33.873215|-118.060006|20120618 18:46|SR91|3|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
2857|34.266595|-118.443492|20120612 18:55|SR118|2|West Valley|1125 - Traffic Hazard|0|2
2857|34.029714|-118.352241|20120615 17:49|LA|1|Southern Division|20002 - Hit and Run - No Injuries|0|2
2857|34.029214|-118.012533|20120620 18:43|SR60|3|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
2857|34.185848|-118.217339|20120629 17:47|SR2|0|Altadena|1125 - Traffic Hazard|0|2
2857|34.041946|-118.273308|20120630 20:27|SR110|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2858|34.433574|-118.385534|20120601 17:34|SR14|0|Newhall|1183 - Traffic Collision - No Details|0|2
2858|34.016572|-118.187197|20120603 21:01|ROWAN|1|East Los Angeles|CFIRE - Car Fire|0|2
2858|34.072051|-117.907593|20120608 17:19|I10|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2858|34.315718|-118.490197|20120613 19:30|I5|1|Newhall|1125 - Traffic Hazard|0|2
2858|33.968521|-117.849023|20120615 17:49|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
2858|34.260646|-118.439145|20120623 19:45|I5|0|Altadena|1125 - Traffic Hazard|0|2
2859|34.171135|-118.518505|20120604 20:17|US101|2|West Valley|1125 - Traffic Hazard|0|2
2859|34.170352|-118.304183|20120607 17:35|I5|0|Altadena|1125 - Traffic Hazard|0|2
2859|34.497093|-118.218803|20120609 20:07|RED|130|Antelope Valley|1182 - Traffic Collision - No Injuries|0|2
2859|34.601786|-118.142892|20120628 18:57|SR14|1|Antelope Valley|1125 - Traffic Hazard|0|2
2860|34.152537|-118.801467|20120601 17:34|VIA|130|West Valley|1182 - Traffic Collision - No Injuries|0|2
2860|34.158546|-118.413754|20120605 18:30|COLDWATER|130|Southern Division|ANIMAL - Live or Dead Animal|0|2
2860|33.913486|-118.223099|20120614 18:56|131ST|2|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2860|34.052164|-118.005597|20120612 18:56|VALLEY|130|East Los Angeles|1183 - Traffic Collision - No Details|0|2
2860|34.135559|-118.000811|20120615 17:50|I210|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2860|33.912586|-118.179583|20120616 18:12|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
2860|34.072095|-117.942688|20120629 17:48|I10|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2861|34.219818|-118.597503|20120601 17:34|ROSCOE|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2861|33.951924|-118.2817|20120605 18:31|432|130|Southern Division|FIRE - Report of Fire|0|2
2861|34.073403|-118.218358|20120615 17:50|2127|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2861|34.153836|-118.326001|20120614 18:56|SR134|3|Altadena|1179 - Traffic Collision - 1141 Rolling|0|2
2861|34.048802|-118.533279|20120619 18:30|SUNSET|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2862|34.088642|-118.475183|20120604 20:18|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2862|33.931028|-118.273879|20120608 17:19|IMPERIAL|2|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2862|34.511468|-118.11074|20120612 18:57|SR14|0|Antelope Valley|1125 - Traffic Hazard|0|2
2862|34.020136|-118.192122|20120629 17:48|I5|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2862|33.872773|-118.275488|20120628 18:58|SR91|3|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
2863|33.951924|-118.2817|20120605 18:31|417|130|Southern Division|FIRE - Report of Fire|0|2
2863|34.255382|-118.424109|20120604 20:18|REMINGTON|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2863|33.873898|-118.348196|20120603 21:03|17317|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2863|34.018888|-118.189199|20120608 17:19|OLYMPIC|2|East Los Angeles|20002 - Hit and Run - No Injuries|0|2
2863|34.098098|-118.314602|20120612 18:57|US101|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
