EVENTID|LAT|LONGI|TO_CHAR(STTIME,'YYYYMMDDHH24:MI')|ONSTREET_PENNY|DIRECTION|ADMINCITY|DESCRIPTION|AFFECTEDLANECNT|EVENT_STATUS
2863|34.10674|-117.907654|20120611 18:39|AZUSA|1|Southern Division|1183 - Traffic Collision - No Details|0|2
2863|34.077654|-117.997918|20120614 18:57|I605|0|Baldwin Park|ANIMAL - Live or Dead Animal|0|2
2863|34.135214|-117.977541|20120620 18:44|I210|2|Baldwin Park|20002 - Hit and Run - No Injuries|0|2
2863|34.134167|-117.957383|20120619 18:31|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
2864|34.433574|-118.385534|20120601 17:36|SR14|0|Newhall|1182 - Traffic Collision - No Injuries|0|2
2864|34.172128|-118.467512|20120607 17:37|I405|0|West Valley|1125 - Traffic Hazard|0|2
2864|34.019363|-117.988175|20120608 17:19|SR60|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2864|34.065002|-118.000022|20120616 18:13|I10|2|East Los Angeles|1125 - Traffic Hazard|0|2
2864|34.021822|-117.969971|20120614 18:57|TURNBULL|130|Baldwin Park|1125 - Traffic Hazard|0|2
2864|34.06314|-118.249605|20120620 18:44|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2864|33.940002|-118.363511|20120625 19:06|10507|130|West Los Angeles|20002 - Hit and Run - No Injuries|0|2
2864|33.957653|-117.860142|20120628 18:58|SR57|0|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2864|34.031146|-118.259992|20120630 20:30|I10|2|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2865|34.703706|-118.161441|20120601 17:36|AVENUE|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2865|34.028949|-118.203562|20120605 18:32|SR60|3|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2865|33.916391|-118.370304|20120603 21:03|I405|1|West Los Angeles|20002 - Hit and Run - No Injuries|0|2
2865|34.059685|-118.165256|20120616 18:13|I710|0|East Los Angeles|ANIMAL - Live or Dead Animal|0|2
2865|33.866559|-118.05011|20120618 18:47|SR91|3|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2866|33.862007|-118.299609|20120604 20:20|186TH|3|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
2866|33.92625|-118.177819|20120605 18:33|I710|0|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2866|33.839328|-118.26353|20120613 19:34|I405|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2866|34.031245|-118.433406|20120618 18:48|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2866|34.071308|-117.759349|20120624 19:46|I10|3|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
2866|34.271282|-118.57975|20120623 19:49|MASON|130|Southern Division|20001 - Hit and Run W/ Injuries|0|2
2866|33.884887|-118.3527|20120629 17:49|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2867|34.557935|-118.132298|20120612 18:59|SR14|0|Antelope Valley|1125 - Traffic Hazard|0|2
2867|34.061573|-118.000665|20120620 18:46|I605|0|East Los Angeles|1125 - Traffic Hazard|0|2
2867|33.826534|-118.207367|20120621 20:16|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2867|34.122646|-118.478389|20120629 17:50|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2867|34.274779|-118.578761|20120623 19:49|MASON|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2868|33.915873|-118.189718|20120607 17:37|I105|3|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2868|33.928145|-118.239063|20120618 18:48|I105|2|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2868|34.038392|-118.274013|20120626 19:12|I10|3|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
2869|33.969492|-118.22026|20120602 19:29|2749|130|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2869|34.127539|-118.147177|20120601 17:37|SR110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2869|33.862349|-118.199225|20120607 17:37|I710|0|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2869|34.038024|-118.273913|20120620 18:46|I10|2|Central Los Angeles|1125 - Traffic Hazard|0|2
2869|34.273571|-118.579087|20120623 19:49|MASON|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2869|34.078383|-117.74144|20120624 19:46|I10|3|Baldwin Park|1183 - Traffic Collision - No Details|0|2
2870|33.859776|-118.309143|20120613 19:35|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
2870|33.960089|-118.280919|20120616 18:14|I110|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2870|34.179992|-118.536011|20120619 18:33|OXNARD|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2870|34.07397|-117.752205|20120624 19:46|I10|3|Baldwin Park|1183 - Traffic Collision - No Details|0|2
2870|33.965095|-118.366249|20120625 19:08|FLORENCE|3|Southern Division|1183 - Traffic Collision - No Details|0|2
2871|33.94576|-118.368383|20120601 17:37|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2871|34.511468|-118.11074|20120612 18:59|SR14|0|Antelope Valley|1125 - Traffic Hazard|0|2
2871|34.071783|-117.960324|20120611 18:40|PUENTE|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2871|34.162124|-118.246582|20120614 19:01|1127|130|Southern Division|ANIMAL - Live or Dead Animal|0|2
2871|33.941806|-118.370047|20120618 18:49|104TH|3|West Los Angeles|1183 - Traffic Collision - No Details|0|2
2871|33.982383|-118.280717|20120619 18:33|I110|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2871|34.072957|-117.778278|20120624 19:46|I10|3|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
2871|34.017868|-118.174905|20120623 19:49|TELEGRAPH|130|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2872|34.026308|-117.765851|20120604 20:21|RIO|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2872|33.862594|-118.199301|20120610 20:57|I710|1|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2872|34.037061|-118.284|20120625 19:09|I10|2|Central Los Angeles|1125 - Traffic Hazard|0|2
2872|34.152363|-118.255028|20120622 18:19|413|130|Altadena|1182 - Traffic Collision - No Injuries|0|2
2872|34.022532|-117.812859|20120627 18:00|SR57|0|Baldwin Park|1183 - Traffic Collision - No Details|0|2
2872|34.148376|-118.697803|20120628 19:01|US101|2|West Valley|1182 - Traffic Collision - No Injuries|0|2
2873|34.027237|-117.771908|20120604 20:21|RIO|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2873|34.067633|-117.981683|20120603 21:04|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
2873|33.983416|-118.252069|20120618 18:51|HOOPER|130|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2873|34.068551|-118.15122|20120615 17:52|I10|3|East Los Angeles|1125 - Traffic Hazard|0|2
2873|34.164324|-118.225019|20120625 19:10|SR2|1|Altadena|1125 - Traffic Hazard|0|2
2873|34.277781|-118.607244|20120619 18:33|EB|130|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
2873|33.875417|-118.193039|20120627 18:01|SR91|2|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2874|34.155278|-118.293908|20120608 17:20|SR134|2|Altadena|1182 - Traffic Collision - No Injuries|0|2
2874|34.153857|-118.377171|20120609 20:13|SR170|1|West Valley|1125 - Traffic Hazard|0|2
2874|34.231725|-118.404112|20120618 18:51|I5|0|Altadena|20002 - Hit and Run - No Injuries|0|2
2874|34.152213|-118.282973|20120614 19:03|SR134|2|Altadena|1125 - Traffic Hazard|0|2
2874|34.152388|-118.095014|20120621 20:17|I210|2|Altadena|1125 - Traffic Hazard|0|2
2874|34.062421|-118.247843|20120628 19:02|US101|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2875|34.033951|-118.02739|20120602 19:30|SR60|2|East Los Angeles|1125 - Traffic Hazard|0|2
2875|33.876544|-118.082305|20120612 19:01|SR91|3|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2875|33.977317|-118.370145|20120614 19:03|CENTINELA|130|West Los Angeles|20002 - Hit and Run - No Injuries|0|2
2875|34.021641|-117.990062|20120629 17:51|7TH|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
2875|34.065002|-118.000022|20120628 19:03|I10|2|East Los Angeles|1183 - Traffic Collision - No Details|0|2
2876|34.040149|-118.579251|20120602 19:31|PACIFIC|130|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
2876|33.973912|-118.07991|20120608 17:21|I605|0|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
2876|34.282632|-118.401667|20120628 19:03|I210|3|Altadena|1125 - Traffic Hazard|0|2
2876|34.118281|-117.890732|20120627 18:01|ARMSTEAD|130|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2877|33.913739|-118.109028|20120602 19:31|I105|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
2877|34.27785|-118.506735|20120605 18:35|SR118|2|West Valley|1125 - Traffic Hazard|0|2
2877|34.178774|-118.311011|20120612 19:02|I5|1|Altadena|1182 - Traffic Collision - No Injuries|0|2
2877|33.925113|-118.209971|20120622 18:20|I105|3|South Los Angeles|1125 - Traffic Hazard|0|2
2877|34.031245|-118.433406|20120623 19:51|I10|2|West Los Angeles|ANIMAL - Live or Dead Animal|0|2
2878|34.032169|-118.023072|20120608 17:22|SR60|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
2878|34.004478|-118.063888|20120610 20:59|I605|1|Santa Fe Springs|ANIMAL - Live or Dead Animal|0|2
2878|33.796818|-118.107856|20120619 18:35|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
2879|33.968469|-117.848934|20120607 17:39|SR57|0|Baldwin Park|1183 - Traffic Collision - No Details|0|2
2880|34.025678|-117.781559|20120605 18:36|SR60|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2880|33.804374|-118.220551|20120606 18:13|SR103|0|South Los Angeles|1125 - Traffic Hazard|0|2
2880|33.999726|-118.263029|20120612 19:03|846|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2880|34.034032|-118.221071|20120623 19:51|SAF|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2880|34.05904|-117.804193|20120629 17:52|SR57|0|Baldwin Park|1125 - Traffic Hazard|0|2
2881|34.086265|-118.185871|20120603 21:07|4641|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2881|34.146129|-118.094584|20120605 18:36|COLORADO|2|Southern Division|20001 - Hit and Run W/ Injuries|0|2
2881|33.928145|-118.239063|20120606 18:13|I105|2|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2881|33.896479|-118.328677|20120610 21:00|14907|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2881|33.924322|-118.116689|20120612 19:03|WASHBURN|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2881|33.901829|-118.370533|20120614 19:04|I405|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2881|34.061871|-118.324262|20120618 18:54|LUCERNE|1|Southern Division|1183 - Traffic Collision - No Details|0|2
2881|34.172157|-118.570926|20120620 18:50|WINNETKA|130|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
2881|34.024792|-118.239221|20120615 17:53|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
2881|33.894636|-118.366659|20120622 18:21|I405|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2881|33.88739|-118.3527|20120627 18:03|MANHATTAN|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2882|33.872508|-118.202191|20120602 19:33|SR91|2|South Los Angeles|1125 - Traffic Hazard|0|2
2882|33.930067|-118.368456|20120607 17:40|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2882|33.968159|-118.167684|20120612 19:03|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
2882|33.802848|-118.135831|20120614 19:05|WILLOW|2|South Los Angeles|1183 - Traffic Collision - No Details|0|2
2883|33.955839|-118.102596|20120603 21:07|TELEGRAPH|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2883|34.704972|-117.969737|20120604 20:27|90TH|130|Antelope Valley|1125 - Traffic Hazard|0|2
2883|34.010001|-117.823277|20120616 18:19|SR60|2|Baldwin Park|1125 - Traffic Hazard|0|2
2883|34.152236|-118.282593|20120614 19:05|SR134|2|Altadena|FIRE - Report of Fire|0|2
2883|34.232388|-118.40972|20120615 17:54|SR170|0|West Valley|1125 - Traffic Hazard|0|2
2883|34.126432|-118.475629|20120619 18:36|I405|1|West Valley|1125 - Traffic Hazard|0|2
2883|34.312738|-118.487739|20120624 19:51|I5|0|Newhall|1179 - Traffic Collision - 1141 Rolling|0|2
2883|34.270503|-118.153513|20120620 18:50|ANGELES|130|Altadena|1182 - Traffic Collision - No Injuries|0|2
2883|33.925052|-118.326492|20120627 18:03|I105|2|West Los Angeles|1125 - Traffic Hazard|0|2
2884|34.154903|-118.31087|20120608 17:23|SR134|2|Altadena|1182 - Traffic Collision - No Injuries|0|2
2884|34.044157|-118.444122|20120607 17:40|I405|0|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2884|34.137873|-118.362816|20120609 20:17|US101|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2884|34.030875|-118.217848|20120612 19:04|I5|0|Central Los Angeles|ANIMAL - Live or Dead Animal|0|2
2884|34.149926|-118.255004|20120614 19:05|BRAND|0|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2885|33.930528|-118.368458|20120607 17:40|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
2885|33.873367|-118.214378|20120613 19:40|SR91|2|South Los Angeles|1125 - Traffic Hazard|0|2
2885|34.005808|-118.062295|20120610 21:01|I605|1|Santa Fe Springs|ANIMAL - Live or Dead Animal|0|2
2885|34.15469|-118.255048|20120614 19:05|DORAN|2|Southern Division|1183 - Traffic Collision - No Details|0|2
2885|34.285087|-118.412077|20120619 18:36|SR118|2|Altadena|1125 - Traffic Hazard|0|2
2885|34.042703|-118.086165|20120624 19:52|DELTA|130|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2886|34.107837|-118.330744|20120618 18:55|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
2886|33.822954|-118.206944|20120614 19:05|I710|0|South Los Angeles|1125 - Traffic Hazard|0|2
2886|34.112256|-118.335591|20120625 19:17|HIGHLAND|0|Central Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2887|33.80686|-118.14982|20120601 17:39|I405|1|South Los Angeles|FIRE - Report of Fire|0|2
2887|34.17131|-118.518506|20120604 20:29|US101|3|West Valley|1125 - Traffic Hazard|0|2
2887|34.062523|-118.248794|20120613 19:43|US101|1|Central Los Angeles|1181 - Traffic Collision - Minor Injuries|0|2
2887|33.902361|-118.061807|20120615 17:55|I5|1|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
2887|34.156121|-118.26447|20120624 19:52|PACIFIC|0|Altadena|1179 - Traffic Collision - 1141 Rolling|0|2
2887|34.056082|-118.451524|20120623 19:53|SEPULVEDA|1|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2888|34.752471|-118.797298|20120606 18:15|I5|1|Newhall|1125 - Traffic Hazard|0|2
2888|33.886624|-118.355425|20120608 17:24|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
2888|34.154012|-118.431217|20120613 19:43|WOODMAN|130|West Valley|20002 - Hit and Run - No Injuries|0|2
2888|34.067633|-117.981683|20120624 19:53|I10|3|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
2888|34.064989|-118.00014|20120628 19:06|I10|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2888|34.179419|-118.457422|20120623 19:54|OXNARD|130|Southern Division|1183 - Traffic Collision - No Details|0|2
2888|34.035933|-118.092846|20120627 18:03|SR60|2|East Los Angeles|1125 - Traffic Hazard|0|2
2889|33.968521|-117.849023|20120606 18:15|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
2889|33.91084|-118.168894|20120608 17:25|I105|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2889|33.950156|-118.274961|20120610 21:02|138|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2889|34.153766|-118.275406|20120607 17:41|SR134|2|Altadena|1125 - Traffic Hazard|0|2
2889|34.107786|-118.186153|20120623 19:54|SR110|1|Central Los Angeles|1125A - Animal Hazard|0|2
2889|34.056356|-118.241262|20120628 19:07|US101|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2890|34.126478|-118.475229|20120606 18:15|I405|0|West Valley|1125 - Traffic Hazard|0|2
2890|34.072297|-118.053631|20120605 18:39|I10|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2890|33.996499|-118.280679|20120607 17:41|I110|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2890|33.815453|-118.184997|20120616 18:20|I405|0|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2890|33.989475|-118.400587|20120619 18:37|I405|1|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
2891|34.031931|-118.417161|20120618 18:58|I10|3|West Los Angeles|CFIRE - Car Fire|0|2
2891|33.998618|-118.176135|20120612 19:05|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
2891|34.03555|-118.274301|20120619 18:37|WASHINGT|3|Central Los Angeles|1125 - Traffic Hazard|0|2
2892|34.011158|-118.272812|20120609 20:19|MARTIN|2|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
2892|34.077585|-117.998212|20120617 19:45|I605|1|Baldwin Park|1125 - Traffic Hazard|0|2
2892|33.814416|-118.176304|20120621 20:22|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2893|33.913044|-118.286582|20120602 19:37|I110|0|South Los Angeles|1125 - Traffic Hazard|0|2
2893|33.87283|-118.342071|20120611 18:48|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2893|34.510855|-118.111284|20120607 17:41|SR14|1|Antelope Valley|20002 - Hit and Run - No Injuries|0|2
2893|34.072848|-118.466494|20120612 19:05|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
2893|33.862465|-118.042805|20120619 18:38|SR91|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
2893|34.17131|-118.518506|20120625 19:19|US101|3|West Valley|1183 - Traffic Collision - No Details|0|2
2894|33.930934|-118.362467|20120602 19:37|I105|2|West Los Angeles|1125 - Traffic Hazard|0|2
2894|34.14048|-118.370197|20120624 19:55|VENTURA|130|Southern Division|FIRE - Report of Fire|0|2
2894|34.162477|-118.6294|20120625 19:19|US101|3|West Valley|1125 - Traffic Hazard|0|2
2894|34.010001|-117.823277|20120627 18:05|SR60|2|Baldwin Park|1125 - Traffic Hazard|0|2
2895|33.913044|-118.286582|20120604 20:34|I110|0|South Los Angeles|1125 - Traffic Hazard|0|2
2895|34.033355|-118.152652|20120608 17:25|POMONA|130|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
2895|33.887526|-118.104486|20120613 19:45|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
2895|33.998618|-118.176135|20120612 19:06|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
2895|33.87283|-118.342071|20120611 18:48|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
2895|33.941252|-118.298241|20120621 20:23|1240|130|West Los Angeles|1125A - Animal Hazard|0|2
2895|33.968469|-117.848934|20120624 19:55|SR57|0|Baldwin Park|1125 - Traffic Hazard|0|2
2896|34.071978|-118.266938|20120604 20:34|ALVARADO|0|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
2896|34.112256|-118.335591|20120601 17:41|HIGHLAND|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2896|33.996869|-117.931123|20120607 17:42|SR60|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
2896|34.294197|-118.445172|20120612 19:07|BRADLEY|130|Southern Division|1125 - Traffic Hazard|0|2
2896|34.135559|-118.000811|20120615 17:56|I210|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
2896|33.862172|-118.097337|20120624 19:56|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
2896|34.193455|-118.182151|20120630 20:43|I210|2|Altadena|1125 - Traffic Hazard|0|2
2897|34.304814|-118.433261|20120609 20:21|HUBBARD|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
2897|34.065893|-117.993259|20120607 17:42|I10|2|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
2897|34.093558|-118.241799|20120615 17:57|I5|0|Central Los Angeles|1125 - Traffic Hazard|0|2
2897|34.148664|-118.697865|20120620 18:54|US101|3|West Valley|1125 - Traffic Hazard|0|2
2897|34.043597|-117.800964|20120619 18:39|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
2897|34.063132|-117.719177|20120622 18:26|HOLT|2|Southern Division|ANIMAL - Live or Dead Animal|0|2
